ID,cf_name,cf_place_name,cf_custom_place_name,cf_custom_x_coordinate,cf_custom_y_coordinate,cf_custom_region,cf_custom_region_vague,cf_excavation_name,cf_excavation,cf_excavation_start,cf_excavation_end,cf_single_find,cf_hoard,cf_start_year,cf_end_year,cf_vague,cf_num_coins_found,cf_publication_ref,cf_user,cf_comment,cf_date_entered,Coin Find Search,Coin Find Json,Exported at
"16381","ABYAN GOVERNORATE (CHRE-16485)","","","13.05103600","45.13384300","","","","False","2018","2018","False","True","347","530","False","23.00000000","//  Martínez Chico, D. and González García, A. - 2019 - The Abyan Governorate Hoard of Late Roman Solidi and Aksumite Gold Coins: 373-380","CHRE","Find spot comment: Unknown findspot in the Abyan Governorate of Yemen, northeastof the city of Aden.","10/23/2022 8:49:58 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=16381","http://csla100w.princeton.edu:82/CoinFindJson/Index/16381","11/23/2024"
"14565","ÁCS (CHRE-7500)","","","47.73840000","17.94550000","","","","False","1972","1972","False","True","300","399","False","94.00000000","//  FMRU III: 43; Gabler, D - 1972 - Későrómai éremlelet Ács-Vaspusztáról: 232-239","CHRE","Find spot comment: Roman military camp//  Archaeology site comment: The site was a Roman military camp, excavated in 1970. Four different periods of occupation were uncovered (1. Trajanic; 2. Hadrianic destroyed during Marcomannic Wars; 3. 2nd half of 2nd century after Marcomannic Wars; 4. Early fourth century AD. The buildings were constructed in timber and turf and were destroyed by flooding from the Danube. Stone buildings are known from the third period. It is not known where the hoard was found on the site.The SE outer tower. The hoard was found in a layer beneath the fired tiles and beams.","10/23/2022 7:30:04 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=14565","http://csla100w.princeton.edu:82/CoinFindJson/Index/14565","11/23/2024"
"13559","Adamclisi 1979-1980 excavations","217027","Tropaeum Traiani (settlement)","44.09282595","27.94296050","","0","Adamclisi exacavations by A. Panaitescu","True","1979","1980","False","False","330","518","True","15.00000000","Custurea, Gabriel, and Antoaneta Vertan. Descoperiri monetare în Dobrogea (III). Pontica 14 (1981): 333-334.","curtopelleilia@gmail.com","","7/14/2022 2:29:03 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13559","http://csla100w.princeton.edu:82/CoinFindJson/Index/13559","11/23/2024"
"14272","ADAMCLISI 1986 (CHRE-2774)","","","44.09100000","27.94500000","","","","False","1986","1986","False","True","325","335","False","14.00000000","//  Sâmpetru, M. and Nicolae, E. - 1996 - Depozit monetar de epocă constantiniană de la Tropaeum: 43-46; GĂZDAC 2010; Custurea, G. and Talmațchi, G. - 2011 - Repertoriul tezaurelor monetare din Dobrogea: 131","CHRE","Find spot comment: Urban and military site//  Discovery comment: Found within the fortress. The coins were stuck to each other as they were wrapped in a textile container.//  Archaeology site comment: Found within the fortress. Southward of the eastern gateway, sector D, quadrant 42, trench D, m 28-30. Found in the foundation of a portico","10/23/2022 7:18:19 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=14272","http://csla100w.princeton.edu:82/CoinFindJson/Index/14272","11/23/2024"
"15353","ADEN - AREA (CHRE-15770)","","","12.78249800","45.02603400","","","","False","1904","1904","False","True","355","500","False","3.00000000","//  Dowler, A. - 2018 - The interaction of Aksumite and Roman gold coins in South Arabia in the 6th century CE: 8-9","CHRE","Find spot comment: ""All three coins were said to come from Yemen: the registers state that the Aksumite coin was from ’200-300 miles north of Aden’, and the other two were ’from the hinterland of Aden’. Confusingly there is also a note on the ticket stating that the coin was found in the ’same district as Aksumite coin from same donor’. It is therefore likely that all three coins came from the same area, but were not necessarily part of a hoard when Ali Farah acquired them.""","10/23/2022 8:02:55 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=15353","http://csla100w.princeton.edu:82/CoinFindJson/Index/15353","11/23/2024"
"13772","Adler (Kropotkin 2000:1688)","","Adler","43.42538340","39.92370360","","","","False","1964","1964","True","False","364","375","False","1.00000000","Кропткин В.В. Дополнение к списку находок римских монет. Stratum plus, №6, 2000, #1688  С.21","v.m.orlik@gmail.com","","10/10/2022 5:06:07 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13772","http://csla100w.princeton.edu:82/CoinFindJson/Index/13772","11/23/2024"
"51","Aeclanum (AV), Campania, Italy","442451","Aeclanum","41.04828600","15.00227700","","0","Aeclanum Curia Vescovile","True","1956","1958","False","False","-300","641","True","110.00000000","C. Grella, Vita dei Medaglieri, Museo Provinciale Irpino, in Annali dell'Istiuto Italiano di Numismatica 27-28 (1980), pp. 223-236","paolo.j.tedesco@gmail.com","","1/1/2016 12:00:00 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=51","http://csla100w.princeton.edu:82/CoinFindJson/Index/51","11/23/2024"
"17336","Aelia Flaccilla coin from Aezanitis (MAMA IX #40)","0","Çavdarhisar, Kütahya, Turkey","39.19438540","29.61952400","","0","Aelia Flaccilla coin from Çavdarhisar","False","1988","1988","True","False","378","383","False","1.00000000","Nash, Daphne. ""Coins."" In Monumenta Asiae Minoris Antiqua vol. IX: Monuments from the Aezanitis, edited by Marc Waelkens, Barbara Levick, Stephen Mitchell, and J. Potter, 193, no. 40.","curtopelleilia@gmail.com","No information given whether these coins were found together or separately, or whether they were found during excavations or as single finds. Moreover, there is no indication concerning circumstances of their discovery. Therefore, they will be cataloged separately and the year of publication will be provided for the reader's orientation. ","8/27/2023 8:27:58 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=17336","http://csla100w.princeton.edu:82/CoinFindJson/Index/17336","11/23/2024"
"13257","AE-Schatfzund Theadelphia 1914","737081","Theadelpheia","29.34806500","30.49696000","","0","Theadelphia hoard","True","1914","1914","False","True","324","348","False","2668.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz am Rhein: Verlag Philipp von Zabern, 2006. 371-395","ipelle@princeton.edu","","11/24/2021 2:31:52 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13257","http://csla100w.princeton.edu:82/CoinFindJson/Index/13257","11/23/2024"
"13297","AE-Schatzfund Ägypten, 1978-1979","0","Egypt","26.25404930","29.26754690","","1","Egyptian hoard of Constantinian folleis","False","1978","1979","False","True","270","340","False","272.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz: Verlag Philipp von Zabern, 2006. 455-464","ipelle@princeton.edu","No information given concerning circumstances of the find's discovery. Therefore, the year of the original lots involving the find has been provided for the reader's orientation. ","11/30/2021 5:23:38 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13297","http://csla100w.princeton.edu:82/CoinFindJson/Index/13297","11/23/2024"
"13291","AE-Schatzfund Antinoe, 1914","756518","Antinoopolis","27.81056250","30.88100250","","0","Antinoe excavations","False","1914","1914","False","True","317","328","False","33.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz: Verlag Philipp von Zabern, 2006. 443-445","ipelle@princeton.edu","","11/29/2021 2:13:04 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13291","http://csla100w.princeton.edu:82/CoinFindJson/Index/13291","11/23/2024"
"13289","AE-Schatzfund Fauym (?) (A. Eid), vor 1959","170198552","Fayyum (oasis)","29.37396980","30.74327369","","0","Fayum hoard","False","1959","1959","False","True","348","361","False","102.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz: Verlag Philipp von Zabern, 2006. 422-425","ipelle@princeton.edu","Hoard discovered in the Fayyum. It was purchased by A. Eid in Kairo in 1959. ","11/29/2021 11:19:49 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=13289","http://csla100w.princeton.edu:82/CoinFindJson/Index/13289","11/23/2024"
"13250","AE-Schatzfund Herakleopolis magna, 1903 (A 160)","736920","Herakleopolis","29.08549950","30.93458150","","0","Ihnasayah hoard","False","1903","1903","False","True","82","1361","True","6480.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz: Verlag Philipp von Zabern, 2006. 299-328","ipelle@princeton.edu","","11/22/2021 11:32:03 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=13250","http://csla100w.princeton.edu:82/CoinFindJson/Index/13250","11/23/2024"
"13249","AE-Schatzfund Karanis 1927 nr. 8","736932","Karanis","29.51643950","30.89760300","","0","Haus C56 hoard","True","1924","135","False","True","383","395","False","3.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz: Verlag Philipp von Zabern, 2006. 275-276","ipelle@princeton.edu","""Unbestimmte Menge von AE-Münzen, von denen lediglich 2 bestimmt werden konnten.""","11/22/2021 11:16:59 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=13249","http://csla100w.princeton.edu:82/CoinFindJson/Index/13249","11/23/2024"
"13292","AE-Schatzfund Oberägypten","0","Upper Egypt, Egypt","26.00000000","32.00000000","","1","Upper Egypt hoard","False","1973","1973","False","True","296","337","False","284.00000000","Noeske, Hans-Christoph. Münzfunde aus Ägypten II. Die griechisch-römischen Münzfunde aus dem Fayum. Mainz: Verlag Philipp von Zabern, 2006. 445-455","ipelle@princeton.edu","No information given concerning circumstances of the find's discovery. Therefore, the year of the original auction has been provided for the reader's orientation. ","11/29/2021 2:32:26 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13292","http://csla100w.princeton.edu:82/CoinFindJson/Index/13292","11/23/2024"
"15696","AGAREZ 2 (CHRE-17871)","","","41.32081132","-7.78461965","","","","False","1895","1895","False","True","306","423","False","0.00000000","//  Martínez Chico, D. - 2020 - Los tesoros imperiales de Hispania: 607; de Castro Hipólito, M. - 1961 - Dos tesouros de monedas romanas en Portugal: no. 36; Pereira, I., Bost, J.-P. abnd Hiernard, J. - 1974 - Fouilles de Conimbriga, III. Les monnaies: no. 46; Abad Varela, M.E. - 1989 - Circulación monetaria en la Hispania romana del siglo IV d.C.: no. 167; Cepeda Ocampo, J. J. - 1996 - Del Antoninianus al Nummus Centenionalis. Tesoros y depósitos monetarios en la Hispania tardorromana (260-423 d.C.): no. 225","CHRE","","10/23/2022 8:18:28 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=15696","http://csla100w.princeton.edu:82/CoinFindJson/Index/15696","11/23/2024"
"13654","Aghaiani (Kropotkin 1961:1566)","","Aghaiani","41.91295190","44.54472100","","0","","True","1935","1935","False","False","324","337","False","2.00000000","Кропоткин, Владислав Всеволодович. Клады Римских монет на территории СССР. Издательство Академии наук СССР. Москва: Издательство Академии наук СССР, 1961, p. 105, #1566","v.m.orlik@gmail.com","","9/29/2022 9:57:30 PM","http://csla100w.princeton.edu:82/?FindFocusIDs=13654","http://csla100w.princeton.edu:82/CoinFindJson/Index/13654","11/23/2024"
"14810","AGUNTUM 1959 (CHRE-13173)","","","46.82800000","12.82200000","","","","False","1959","1959","False","True","337","395","False","30.00000000","//  Dembski, G. - 1977 - Die antiken Münzschatzfunde aus Österreich: 43, no. H-1","CHRE","//  Archaeology site comment: Emperor Claudius I granted Aguntum the status of municipium, Municipium Claudium Aguntum. It does not appear to have been a military camp in this area. Aguntum was a mining and trading centre which exploited local sources of iron, copper, zinc and gold. Craftsmen in the town processed the metals to produce a range of goods which were then transported along the Roman roads. Other exports included wood, milk products (cheese) and mountain crystals from the Tauern range. The discovery of a layer of ash, as well as the remains of a man and a child in the bath house, points to the sack of Aguntum by the invading barbarians under Radagaisus and Alaric. The city’s decline was marked when the bishopric was transferred to nearby Lavant, a few miles to the south. A second sack by Attila and his Huns is attested by a coin dated to AD 452 found in a higher layer of ash. When the Western Roman Empire collapsed, Aguntum passed under the control of the Ostrogoths and was fought over by Franks, Byzantines and Bavarians. (Wikipedia)","10/23/2022 7:39:40 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=14810","http://csla100w.princeton.edu:82/CoinFindJson/Index/14810","11/23/2024"
"14660","AGUNTUM 1966 (CHRE-13174)","","","46.82800000","12.82200000","","","","False","1966","1966","False","True","253","423","False","74.00000000","//  Dembski, G. - 1977 - Die antiken Münzschatzfunde aus Österreich: 45, no. H-2","CHRE","//  Archaeology site comment: Emperor Claudius I granted Aguntum the status of municipium, Municipium Claudium Aguntum. It does not appear to have been a military camp in this area. Aguntum was a mining and trading centre which exploited local sources of iron, copper, zinc and gold. Craftsmen in the town processed the metals to produce a range of goods which were then transported along the Roman roads. Other exports included wood, milk products (cheese) and mountain crystals from the Tauern range. The discovery of a layer of ash, as well as the remains of a man and a child in the bath house, points to the sack of Aguntum by the invading barbarians under Radagaisus and Alaric. The city’s decline was marked when the bishopric was transferred to nearby Lavant, a few miles to the south. A second sack by Attila and his Huns is attested by a coin dated to AD 452 found in a higher layer of ash. When the Western Roman Empire collapsed, Aguntum passed under the control of the Ostrogoths and was fought over by Franks, Byzantines and Bavarians. (Wikipedia)","10/23/2022 7:33:48 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=14660","http://csla100w.princeton.edu:82/CoinFindJson/Index/14660","11/23/2024"
"14661","AGUNTUM 1969-1970 (CHRE-13176)","","","46.82800000","12.82200000","","","","False","1969","1970","False","True","306","455","False","435.00000000","//  Dembski, G. - 1977 - Die antiken Münzschatzfunde aus Österreich: 45, no. H-4","CHRE","//  Archaeology site comment: Emperor Claudius I granted Aguntum the status of municipium, Municipium Claudium Aguntum. It does not appear to have been a military camp in this area. Aguntum was a mining and trading centre which exploited local sources of iron, copper, zinc and gold. Craftsmen in the town processed the metals to produce a range of goods which were then transported along the Roman roads. Other exports included wood, milk products (cheese) and mountain crystals from the Tauern range. The discovery of a layer of ash, as well as the remains of a man and a child in the bath house, points to the sack of Aguntum by the invading barbarians under Radagaisus and Alaric. The city’s decline was marked when the bishopric was transferred to nearby Lavant, a few miles to the south. A second sack by Attila and his Huns is attested by a coin dated to AD 452 found in a higher layer of ash. When the Western Roman Empire collapsed, Aguntum passed under the control of the Ostrogoths and was fought over by Franks, Byzantines and Bavarians. (Wikipedia)","10/23/2022 7:33:51 AM","http://csla100w.princeton.edu:82/?FindFocusIDs=14661","http://csla100w.princeton.edu:82/CoinFindJson/Index/14661","11/23/2024"
